Studiejaar,Faculteit,Type,Codenationaliteit,Omschrijvingnationaliteit,Geslacht,Leeftijd,Leiden,Hoofdinschrijvingen
2017,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,20,n,1
2017,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,21,j,1
2017,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,21,n,2
2017,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,22,n,1
2017,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,23,j,1
2017,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,23,n,1
2017,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,24,n,1
2017,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,27,n,1
2017,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,29,n,1
2017,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,43,j,1
2017,Geesteswetenschappen,ba,40,Ierse,Man,19,j,2
2017,Geesteswetenschappen,ba,40,Ierse,Man,20,j,1
2017,Geesteswetenschappen,ba,40,Ierse,Man,20,n,1
2017,Geesteswetenschappen,ba,40,Ierse,Man,21,j,1
2017,Geesteswetenschappen,ba,40,Ierse,Man,21,n,2
2017,Geesteswetenschappen,ba,40,Ierse,Man,24,j,1
2017,Geesteswetenschappen,ba,40,Ierse,Man,30,j,1
2017,Geesteswetenschappen,ba,40,Ierse,Vrouw,18,j,3
2017,Geesteswetenschappen,ba,40,Ierse,Vrouw,19,n,1
2017,Geesteswetenschappen,ba,40,Ierse,Vrouw,20,n,1
2017,Geesteswetenschappen,ba,40,Ierse,Vrouw,28,j,1
2017,Geesteswetenschappen,ba,40,Ierse,Vrouw,52,n,1
2017,Geesteswetenschappen,ba,41,Ijslandse,Man,22,n,1
2017,Geesteswetenschappen,ba,41,Ijslandse,Vrouw,20,j,1
2017,Geesteswetenschappen,ba,41,Ijslandse,Vrouw,22,n,1
2017,Geesteswetenschappen,ba,160,Indonesische,Man,20,j,1
2017,Geesteswetenschappen,ba,160,Indonesische,Man,22,j,1
2017,Geesteswetenschappen,ba,160,Indonesische,Man,23,n,1
2017,Geesteswetenschappen,ba,160,Indonesische,Vrouw,18,j,1
2017,Geesteswetenschappen,ba,160,Indonesische,Vrouw,18,n,1
2017,Geesteswetenschappen,ba,160,Indonesische,Vrouw,19,n,2
2017,Geesteswetenschappen,ba,160,Indonesische,Vrouw,20,j,1
2017,Geesteswetenschappen,ba,160,Indonesische,Vrouw,20,n,1
2017,Geesteswetenschappen,ba,160,Indonesische,Vrouw,38,n,1
2017,Geesteswetenschappen,ba,161,Iraakse,Man,23,n,1
2017,Geesteswetenschappen,ba,162,Iraanse,Vrouw,21,n,1
2017,Geesteswetenschappen,ba,162,Iraanse,Vrouw,30,n,1
2017,Geesteswetenschappen,ba,42,Italiaanse,Man,18,j,3
2017,Geesteswetenschappen,ba,42,Italiaanse,Man,18,n,1
2017,Geesteswetenschappen,ba,42,Italiaanse,Man,19,j,3
2017,Geesteswetenschappen,ba,42,Italiaanse,Man,19,n,5
2017,Geesteswetenschappen,ba,42,Italiaanse,Man,20,j,1
2017,Geesteswetenschappen,ba,42,Italiaanse,Man,20,n,16
2017,Geesteswetenschappen,ba,42,Italiaanse,Man,21,j,1
2017,Geesteswetenschappen,ba,42,Italiaanse,Man,21,n,3
2017,Geesteswetenschappen,ba,42,Italiaanse,Man,22,n,3
2017,Geesteswetenschappen,ba,42,Italiaanse,Man,23,n,2
2017,Geesteswetenschappen,ba,42,Italiaanse,Man,25,n,1
2017,Geesteswetenschappen,ba,42,Italiaanse,Vrouw,18,j,12
2017,Geesteswetenschappen,ba,42,Italiaanse,Vrouw,19,j,12
2017,Geesteswetenschappen,ba,42,Italiaanse,Vrouw,19,n,4
2017,Geesteswetenschappen,ba,42,Italiaanse,Vrouw,20,j,4
2017,Geesteswetenschappen,ba,42,Italiaanse,Vrouw,20,n,8
2017,Geesteswetenschappen,ba,42,Italiaanse,Vrouw,21,j,1
2017,Geesteswetenschappen,ba,42,Italiaanse,Vrouw,21,n,8
2017,Geesteswetenschappen,ba,42,Italiaanse,Vrouw,22,n,4
2017,Geesteswetenschappen,ba,42,Italiaanse,Vrouw,23,n,3
2017,Geesteswetenschappen,ba,42,Italiaanse,Vrouw,26,n,1
2017,Geesteswetenschappen,ba,164,Japanse,Man,28,j,1
2017,Geesteswetenschappen,ba,164,Japanse,Vrouw,19,n,1
2017,Geesteswetenschappen,ba,164,Japanse,Vrouw,21,n,2
2017,Geesteswetenschappen,ba,164,Japanse,Vrouw,22,n,1
2017,Geesteswetenschappen,ba,164,Japanse,Vrouw,23,j,1
2017,Geesteswetenschappen,ba,164,Japanse,Vrouw,25,n,1
2017,Geesteswetenschappen,ba,164,Japanse,Vrouw,30,n,1
2017,Geesteswetenschappen,ba,84,Kaapverdische,Vrouw,21,n,1
2017,Geesteswetenschappen,ba,85,Kameroense,Man,42,n,1
2017,Geesteswetenschappen,ba,86,Kenyaanse,Man,21,n,1
2017,Geesteswetenschappen,ba,86,Kenyaanse,Vrouw,21,j,1
2017,Geesteswetenschappen,ba,86,Kenyaanse,Vrouw,21,n,1
2017,Geesteswetenschappen,ba,22,Letse,Man,21,n,2
2017,Geesteswetenschappen,ba,22,Letse,Vrouw,19,j,1
2017,Geesteswetenschappen,ba,22,Letse,Vrouw,20,j,1
2017,Geesteswetenschappen,ba,22,Letse,Vrouw,21,n,2
2017,Geesteswetenschappen,ba,22,Letse,Vrouw,29,n,1
2017,Geesteswetenschappen,ba,169,Libanese,Man,27,j,1
2017,Geesteswetenschappen,ba,169,Libanese,Vrouw,19,n,1
2017,Geesteswetenschappen,ba,169,Libanese,Vrouw,24,j,1
2017,Geesteswetenschappen,ba,24,Litouwse,Man,20,n,1
2017,Geesteswetenschappen,ba,24,Litouwse,Man,21,n,2
2017,Geesteswetenschappen,ba,24,Litouwse,Man,23,n,1
2017,Geesteswetenschappen,ba,24,Litouwse,Man,24,n,1
2017,Geesteswetenschappen,ba,24,Litouwse,Vrouw,19,j,2
2017,Geesteswetenschappen,ba,24,Litouwse,Vrouw,20,n,1
2017,Geesteswetenschappen,ba,24,Litouwse,Vrouw,22,n,1
2017,Geesteswetenschappen,ba,45,Luxemburgse,Man,19,j,1
2017,Geesteswetenschappen,ba,45,Luxemburgse,Man,20,n,1
2017,Geesteswetenschappen,ba,45,Luxemburgse,Vrouw,19,j,2
2017,Geesteswetenschappen,ba,45,Luxemburgse,Vrouw,21,n,1
2017,Geesteswetenschappen,ba,64,Macedonische,Vrouw,19,n,1
2017,Geesteswetenschappen,ba,171,Maleisische,Vrouw,19,j,1
2017,Geesteswetenschappen,ba,94,Marokkaanse,Vrouw,20,n,1
2017,Geesteswetenschappen,ba,128,Mexicaanse,Vrouw,20,n,1
2017,Geesteswetenschappen,ba,128,Mexicaanse,Vrouw,21,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,16,j,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,17,j,7
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,18,j,120
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,18,n,13
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,19,j,107
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,19,n,112
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,20,j,53
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,20,n,229
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,21,j,35
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,21,n,230
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,22,j,29
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,22,n,214
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,23,j,22
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,23,n,132
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,24,j,9
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,24,n,104
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,25,j,5
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,25,n,54
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,26,j,9
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,26,n,51
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,27,j,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,27,n,37
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,28,j,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,28,n,20
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,29,n,16
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,30,j,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,30,n,8
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,31,j,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,31,n,9
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,32,n,8
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,33,n,6
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,34,n,3
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,35,n,3
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,36,n,4
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,37,j,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,38,n,3
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,39,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,40,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,41,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,42,n,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,43,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,44,j,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,44,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,45,n,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,47,j,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,47,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,48,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,51,j,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,51,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,52,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,53,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,54,j,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,54,n,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,56,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,57,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,59,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,63,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,64,j,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,64,n,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,66,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,68,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Man,71,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,15,j,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,17,j,31
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,17,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,18,j,208
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,18,n,30
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,19,j,153
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,19,n,271
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,20,j,66
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,20,n,380
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,21,j,36
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,21,n,358
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,22,j,26
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,22,n,259
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,23,j,21
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,23,n,164
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,24,j,16
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,24,n,106
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,25,j,6
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,25,n,63
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,26,j,5
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,26,n,56
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,27,j,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,27,n,23
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,28,j,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,28,n,26
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,29,j,3
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,29,n,14
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,30,n,11
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,31,j,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,31,n,6
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,32,n,5
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,33,j,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,33,n,4
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,34,n,5
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,35,n,4
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,36,n,3
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,38,j,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,38,n,4
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,39,n,3
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,40,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,41,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,42,j,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,42,n,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,43,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,44,j,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,44,n,3
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,45,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,46,n,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,47,n,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,48,j,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,48,n,3
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,49,j,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,50,n,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,51,j,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,51,n,4
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,52,j,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,52,n,4
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,53,n,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,54,n,3
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,55,n,5
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,56,n,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,59,n,3
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,62,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,65,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,66,n,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,67,n,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,68,n,2
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,69,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,71,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,72,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,75,n,1
2017,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,76,n,1
2017,Geesteswetenschappen,ba,48,Noorse,Man,18,n,1
2017,Geesteswetenschappen,ba,48,Noorse,Man,22,j,1
2017,Geesteswetenschappen,ba,48,Noorse,Vrouw,18,j,1
2017,Geesteswetenschappen,ba,48,Noorse,Vrouw,20,j,1
2017,Geesteswetenschappen,ba,48,Noorse,Vrouw,20,n,2
2017,Geesteswetenschappen,ba,2,Onbekend,Man,23,n,1
2017,Geesteswetenschappen,ba,2,Onbekend,Man,25,n,1
2017,Geesteswetenschappen,ba,2,Onbekend,Man,28,n,1
2017,Geesteswetenschappen,ba,2,Onbekend,Vrouw,23,n,1
2017,Geesteswetenschappen,ba,49,Oostenrijkse,Man,17,j,1
2017,Geesteswetenschappen,ba,49,Oostenrijkse,Man,18,j,1
2017,Geesteswetenschappen,ba,49,Oostenrijkse,Man,19,j,2
2017,Geesteswetenschappen,ba,49,Oostenrijkse,Man,20,n,1
2017,Geesteswetenschappen,ba,49,Oostenrijkse,Man,21,n,1
2017,Geesteswetenschappen,ba,49,Oostenrijkse,Man,28,j,1
2017,Geesteswetenschappen,ba,49,Oostenrijkse,Man,31,n,1
2017,Geesteswetenschappen,ba,49,Oostenrijkse,Vrouw,19,j,1
2017,Geesteswetenschappen,ba,49,Oostenrijkse,Vrouw,20,j,2
2017,Geesteswetenschappen,ba,49,Oostenrijkse,Vrouw,20,n,1
2017,Geesteswetenschappen,ba,49,Oostenrijkse,Vrouw,21,j,1
2017,Geesteswetenschappen,ba,49,Oostenrijkse,Vrouw,22,n,1
2017,Geesteswetenschappen,ba,50,Poolse,Man,19,j,1
2017,Geesteswetenschappen,ba,50,Poolse,Man,19,n,1
2017,Geesteswetenschappen,ba,50,Poolse,Man,20,n,1
2017,Geesteswetenschappen,ba,50,Poolse,Man,21,n,1
2017,Geesteswetenschappen,ba,50,Poolse,Man,22,j,1
2017,Geesteswetenschappen,ba,50,Poolse,Man,23,n,1
2017,Geesteswetenschappen,ba,50,Poolse,Man,24,j,1
2017,Geesteswetenschappen,ba,50,Poolse,Vrouw,18,j,1
2017,Geesteswetenschappen,ba,50,Poolse,Vrouw,19,j,1
2017,Geesteswetenschappen,ba,50,Poolse,Vrouw,19,n,1
2017,Geesteswetenschappen,ba,50,Poolse,Vrouw,20,n,1
2017,Geesteswetenschappen,ba,50,Poolse,Vrouw,21,n,2
2017,Geesteswetenschappen,ba,50,Poolse,Vrouw,22,n,1
2017,Geesteswetenschappen,ba,50,Poolse,Vrouw,23,n,1
2017,Geesteswetenschappen,ba,50,Poolse,Vrouw,24,n,3
2017,Geesteswetenschappen,ba,50,Poolse,Vrouw,32,j,1
2017,Geesteswetenschappen,ba,50,Poolse,Vrouw,34,n,1
2017,Geesteswetenschappen,ba,50,Poolse,Vrouw,35,n,1
2017,Geesteswetenschappen,ba,50,Poolse,Vrouw,36,n,1
2017,Geesteswetenschappen,ba,51,Portugese,Man,19,n,2
2017,Geesteswetenschappen,ba,51,Portugese,Man,20,n,2
2017,Geesteswetenschappen,ba,51,Portugese,Man,22,n,2
2017,Geesteswetenschappen,ba,51,Portugese,Vrouw,19,n,1
2017,Geesteswetenschappen,ba,51,Portugese,Vrouw,20,n,4
2017,Geesteswetenschappen,ba,51,Portugese,Vrouw,22,n,1
2017,Geesteswetenschappen,ba,51,Portugese,Vrouw,36,n,1
2017,Geesteswetenschappen,ba,52,Roemeense,Man,18,j,1
2017,Geesteswetenschappen,ba,52,Roemeense,Vrouw,18,j,1
2017,Geesteswetenschappen,ba,52,Roemeense,Vrouw,19,j,2
2017,Geesteswetenschappen,ba,52,Roemeense,Vrouw,19,n,2
2017,Geesteswetenschappen,ba,52,Roemeense,Vrouw,20,j,1
2017,Geesteswetenschappen,ba,52,Roemeense,Vrouw,20,n,4
2017,Geesteswetenschappen,ba,52,Roemeense,Vrouw,21,n,2
2017,Geesteswetenschappen,ba,179,Singaporese,Vrouw,26,j,1
2017,Geesteswetenschappen,ba,5,Slowaakse,Man,21,n,1
2017,Geesteswetenschappen,ba,5,Slowaakse,Man,22,n,1
2017,Geesteswetenschappen,ba,5,Slowaakse,Vrouw,18,j,1
2017,Geesteswetenschappen,ba,5,Slowaakse,Vrouw,19,n,1
2017,Geesteswetenschappen,ba,5,Slowaakse,Vrouw,21,n,1
2017,Geesteswetenschappen,ba,5,Slowaakse,Vrouw,24,j,1
2017,Geesteswetenschappen,ba,5,Slowaakse,Vrouw,24,n,1
2017,Geesteswetenschappen,ba,5,Slowaakse,Vrouw,25,j,1
2017,Geesteswetenschappen,ba,5,Slowaakse,Vrouw,36,n,1
2017,Geesteswetenschappen,ba,110,Somalische,Man,24,n,1
2017,Geesteswetenschappen,ba,55,Spaanse,Man,18,j,1
2017,Geesteswetenschappen,ba,55,Spaanse,Man,19,j,1
2017,Geesteswetenschappen,ba,55,Spaanse,Man,19,n,3
2017,Geesteswetenschappen,ba,55,Spaanse,Man,20,j,1
2017,Geesteswetenschappen,ba,55,Spaanse,Man,20,n,1
2017,Geesteswetenschappen,ba,55,Spaanse,Man,21,n,1
2017,Geesteswetenschappen,ba,55,Spaanse,Man,22,n,1
2017,Geesteswetenschappen,ba,55,Spaanse,Man,23,j,1
2017,Geesteswetenschappen,ba,55,Spaanse,Man,23,n,1
2017,Geesteswetenschappen,ba,55,Spaanse,Man,24,j,1
2017,Geesteswetenschappen,ba,55,Spaanse,Vrouw,18,j,5
2017,Geesteswetenschappen,ba,55,Spaanse,Vrouw,20,j,1
2017,Geesteswetenschappen,ba,55,Spaanse,Vrouw,20,n,2
2017,Geesteswetenschappen,ba,55,Spaanse,Vrouw,21,n,4
2017,Geesteswetenschappen,ba,55,Spaanse,Vrouw,22,n,2
2017,Geesteswetenschappen,ba,55,Spaanse,Vrouw,23,n,1
2017,Geesteswetenschappen,ba,55,Spaanse,Vrouw,24,n,1
2017,Geesteswetenschappen,ba,55,Spaanse,Vrouw,28,n,1
2017,Geesteswetenschappen,ba,55,Spaanse,Vrouw,54,j,1
2017,Geesteswetenschappen,ba,154,Sri Lankaanse,Man,22,n,1
2017,Geesteswetenschappen,ba,215,Staatloos,Vrouw,28,j,1
2017,Geesteswetenschappen,ba,143,Surinaamse,Man,28,n,1
2017,Geesteswetenschappen,ba,180,Syrische,Man,24,j,1
2017,Geesteswetenschappen,ba,180,Syrische,Man,33,j,1
2017,Geesteswetenschappen,ba,180,Syrische,Vrouw,23,j,2
2017,Geesteswetenschappen,ba,180,Syrische,Vrouw,26,n,2
2017,Geesteswetenschappen,ba,158,Taiwanese,Man,21,n,1
2017,Geesteswetenschappen,ba,158,Taiwanese,Vrouw,21,n,1
2017,Geesteswetenschappen,ba,158,Taiwanese,Vrouw,22,n,1
2017,Geesteswetenschappen,ba,181,Thaise,Man,19,j,1
2017,Geesteswetenschappen,ba,181,Thaise,Man,20,j,1
2017,Geesteswetenschappen,ba,181,Thaise,Man,20,n,1
2017,Geesteswetenschappen,ba,181,Thaise,Vrouw,31,n,1
2017,Geesteswetenschappen,ba,6,Tsjechische,Man,18,j,1
2017,Geesteswetenschappen,ba,6,Tsjechische,Man,20,n,2
2017,Geesteswetenschappen,ba,6,Tsjechische,Man,21,j,1
2017,Geesteswetenschappen,ba,6,Tsjechische,Man,23,n,1
2017,Geesteswetenschappen,ba,6,Tsjechische,Man,24,n,1
2017,Geesteswetenschappen,ba,6,Tsjechische,Vrouw,19,n,1
2017,Geesteswetenschappen,ba,6,Tsjechische,Vrouw,21,n,1
2017,Geesteswetenschappen,ba,6,Tsjechische,Vrouw,22,n,2
2017,Geesteswetenschappen,ba,6,Tsjechische,Vrouw,23,n,1
2017,Geesteswetenschappen,ba,114,Tunesische,Man,22,n,1
2017,Geesteswetenschappen,ba,183,Turkse,Man,19,n,1
2017,Geesteswetenschappen,ba,183,Turkse,Man,20,j,1
2017,Geesteswetenschappen,ba,183,Turkse,Man,21,n,1
2017,Geesteswetenschappen,ba,183,Turkse,Vrouw,18,j,2
2017,Geesteswetenschappen,ba,183,Turkse,Vrouw,19,j,1
2017,Geesteswetenschappen,ba,183,Turkse,Vrouw,19,n,1
2017,Geesteswetenschappen,ba,183,Turkse,Vrouw,20,j,1
2017,Geesteswetenschappen,ba,183,Turkse,Vrouw,20,n,1
2017,Geesteswetenschappen,ba,183,Turkse,Vrouw,23,j,1
2017,Geesteswetenschappen,ba,183,Turkse,Vrouw,23,n,1
2017,Geesteswetenschappen,ba,183,Turkse,Vrouw,28,j,1
2017,Geesteswetenschappen,ba,101,Ugandese,Vrouw,29,n,1
2017,Geesteswetenschappen,ba,186,Vietnamese,Vrouw,21,j,1
2017,Geesteswetenschappen,ba,186,Vietnamese,Vrouw,24,n,1
2017,Geesteswetenschappen,ba,186,Vietnamese,Vrouw,33,n,1
2017,Geesteswetenschappen,ba,104,Zimbabwaanse,Vrouw,20,n,1
2017,Geesteswetenschappen,ba,103,Zuid-Afrikaanse,Vrouw,26,n,1
2017,Geesteswetenschappen,ba,103,Zuid-Afrikaanse,Vrouw,36,j,1
2017,Geesteswetenschappen,ba,185,Zuid-Koreaanse,Man,19,n,1
2017,Geesteswetenschappen,ba,185,Zuid-Koreaanse,Man,39,j,1
2017,Geesteswetenschappen,ba,185,Zuid-Koreaanse,Vrouw,20,n,1
2017,Geesteswetenschappen,ba,185,Zuid-Koreaanse,Vrouw,21,n,1
2017,Geesteswetenschappen,ba,185,Zuid-Koreaanse,Vrouw,23,n,1
2017,Geesteswetenschappen,ba,185,Zuid-Koreaanse,Vrouw,24,j,1
2017,Geesteswetenschappen,ba,58,Zweedse,Man,19,n,1
2017,Geesteswetenschappen,ba,58,Zweedse,Man,20,n,1
2017,Geesteswetenschappen,ba,58,Zweedse,Man,21,n,1
2017,Geesteswetenschappen,ba,58,Zweedse,Man,22,n,1
2017,Geesteswetenschappen,ba,58,Zweedse,Vrouw,20,n,1
2017,Geesteswetenschappen,ba,58,Zweedse,Vrouw,23,n,1
2017,Geesteswetenschappen,ba,58,Zweedse,Vrouw,24,j,1
2017,Geesteswetenschappen,ba,58,Zweedse,Vrouw,24,n,1
2017,Geesteswetenschappen,ba,58,Zweedse,Vrouw,26,n,2
2017,Geesteswetenschappen,ba,59,Zwitserse,Man,18,j,1
2017,Geesteswetenschappen,ba,59,Zwitserse,Man,19,j,1
2017,Geesteswetenschappen,ba,59,Zwitserse,Man,21,j,1
2017,Geesteswetenschappen,ba,59,Zwitserse,Man,22,j,1
2017,Geesteswetenschappen,ba,59,Zwitserse,Man,22,n,1
2017,Geesteswetenschappen,ba,59,Zwitserse,Man,24,n,3
2017,Geesteswetenschappen,ba,59,Zwitserse,Vrouw,20,j,1
2017,Geesteswetenschappen,ba,59,Zwitserse,Vrouw,21,j,1
2017,Geesteswetenschappen,ba,59,Zwitserse,Vrouw,24,n,1
2017,Geesteswetenschappen,ma,28,Albanese,Vrouw,23,n,1
2017,Geesteswetenschappen,ma,28,Albanese,Vrouw,25,n,1
2017,Geesteswetenschappen,ma,132,Amerikaans Burger,Man,25,n,1
2017,Geesteswetenschappen,ma,132,Amerikaans Burger,Man,27,n,1
2017,Geesteswetenschappen,ma,132,Amerikaans Burger,Man,28,j,1
